"Annotation","mean_group1","sd_group1","mean_group2","sd_group2","p.val","p.adj"
"Urocanate.hydratase..4.2.1.49.",9.45695166381631,11.2271789279384,17.7771502526364,10.9010737012599,1.56672711192383e-08,2.25608704117032e-06
"Formate.dehydrogenase..1.2.1.2.",9.13300724848336,9.69112831125843,25.8880231961647,18.0818390946991,6.32947112088619e-08,4.32012621551536e-06
"Potassium.transporting.ATPase..3.6.3.12.",10.0830320319557,13.2564865324652,16.3179486917776,7.45720219012395,9.00026294899033e-08,4.32012621551536e-06
"tRNA.guanine.34..transglycosylase..2.4.2.29.",7.7276586860468,13.0427929643251,13.1973379304703,8.101867888102,1.74055869553729e-07,6.26601130393424e-06
"Sulfate.transporting.ATPase..3.6.3.25.",7.41898910653333,12.5981693928826,12.233896879118,10.146280175337,1.84559247928914e-06,5.31530634035274e-05
"Glutamine..tRNA.ligase..6.1.1.18.",10.0910413841208,6.87767280982102,12.2844427946499,9.34873693144445,7.63768060382885e-06,0.000183304334491892
"Adenosinetriphosphatase..3.6.1.3.",7.1475025462508,11.1133434670772,12.4222979311872,10.7567992412048,1.0181581181353e-05,0.000209449670016404
"Aspartate.carbamoyltransferase..2.1.3.2.",7.70006808918367,9.39418615185752,12.430405121639,9.83964771199496,1.66091616747896e-05,0.000298964910146213
"X2.methylisocitrate.dehydratase..4.2.1.99.",6.90494065180823,8.05002874931626,9.56238661127275,6.06129476039366,4.25486902637394e-05,0.00068077904421983
"GMP.synthase..glutamine.hydrolyzing...6.3.5.2.",9.29026335022519,15.9498579859945,9.40715777015934,9.42800203903694,7.15737350420569e-05,0.00103066178460562
"NAD....synthase..6.3.1.5.",6.06305897717304,7.7966562807153,7.17456329670477,3.94458407303064,9.75074383295427e-05,0.00127646101085947
"Nickel.transporting.ATPase..3.6.3.24.",2.92943183105432,3.84024301682072,11.9167944979437,11.0854696289563,0.000118185096997767,0.00141822116397321
"Glucarate.dehydratase..4.2.1.40.",3.52139142743273,3.63331447261618,7.64884553608851,5.38541205921699,0.000241109076852806,0.00267074669744646
"GDP.mannose.4.6.dehydratase..4.2.1.47.",3.41338609104151,3.96451989221376,6.60844206337295,5.69184863593387,0.000279179145469772,0.00287155692483194
"Hydrolases....Acting.on.carbon.nitrogen.bonds..other.than.peptide.bonds....In.linear.amides..3.5.1...",13.356461387814,7.7235395001677,17.2886823238561,7.1228387265496,0.00137789243579958,0.013227767383676
"Pyrroline.5.carboxylate.reductase..1.5.1.2.",3.07338294751484,5.18201586299311,3.15699739292208,1.60510965432578,0.00418185364338809,0.0341108740042683
"Adenylate.kinase..2.7.4.3.",4.93310845481672,7.12636508252681,4.75952997251466,5.65456733084461,0.00426385925053354,0.0341108740042683
"Peptidoglycan.lytic.exotransglycosylase..4.2.2.n1.",1.74084873558408,1.32869464271035,8.35123235455367,7.27850465695559,0.00394940902088536,0.0341108740042683
"Quercetin.2.3.dioxygenase..1.13.11.24.",4.94140889367421,2.64491801063129,2.51772816563783,2.80883861846451,0.00541134569834721,0.0410123042401052
"Deoxyribose.phosphate.aldolase..4.1.2.4.",1.05436199519137,1.68530896343486,4.70327553805552,3.05082781422774,0.00588669475088118,0.0423842022063445
"HtrA2.peptidase..3.4.21.108.",2.10384523375184,2.43976020249452,3.58673148219978,3.08090375278431,0.00621080514849345,0.0425883781610979
"X3.hydroxyisobutyrate.dehydrogenase..1.1.1.31.",3.25610547956584,5.49849114276179,3.19904758468136,3.03669385425702,0.00708857524355693,0.0463979470487362
