"rows.list[[i]]","PHYLLO10","PHYLLO15","PHYLLO23","PHYLLO16","PHYLLO24","PHYLLO25"
"Oxidoreductases..1.......",0,176.654325319594,172.174173966767,133.197776612315,135.4059964041,134.962941537904
"Oxidoreductases....Acting.on.the.CH.OH.group.of.donors..1.1.....",0,8.41211072950448,9.58742500046962,2.01814813048962,14.146895146697,12.5167244168218
"Oxidoreductases....Acting.on.the.CH.OH.group.of.donors....With.NAD....or.NADP....as.acceptor..1.1.1...",0,42.0605536475224,43.1434125021133,56.5081476537094,40.4197004191343,44.6248435730168
"Alcohol.dehydrogenase..1.1.1.1.",155.148920467199,69.3999135184119,39.5481281269372,38.3448144793028,50.5246255239179,32.652324565622
"L.xylulose.reductase..1.1.1.10.",0,0,0.399476041686234,0,0,0.544205409427034
"X3.oxoacyl..acyl.carrier.protein..reductase..1.1.1.100.",0,16.824221459009,69.5088312534048,68.6170364366472,30.3147753143508,70.2024978160874
"L.threonine.3.dehydrogenase..1.1.1.103.",5.17163068223998,0,5.59266458360728,4.03629626097925,6.06295506287015,5.44205409427034
"All.trans.retinol.dehydrogenase..NAD......1.1.1.105.",0,0,0.798952083372468,2.01814813048962,0,0
"Pyridoxal.4.dehydrogenase..1.1.1.107.",0,4.20605536475224,2.79633229180364,0,0,1.6326162282811
"Carnitine.3.dehydrogenase..1.1.1.108.",0,0,1.1984281250587,0,0,2.17682163770814
"D.arabinitol.4.dehydrogenase..1.1.1.11.",0,4.20605536475224,5.59266458360728,0,2.02098502095672,4.89784868484331
"D.arabinose.1.dehydrogenase..NAD......1.1.1.116.",0,0,0,0,0,0
"Galactose.1.dehydrogenase..NADP......1.1.1.120.",0,0,0,2.01814813048962,2.02098502095672,0
"D.threo.aldose.1.dehydrogenase..1.1.1.122.",0,4.20605536475224,1.1984281250587,2.01814813048962,0,0.544205409427034
"Sorbose.5.dehydrogenase..NADP......1.1.1.123.",0,2.10302768237612,0,0,0,0
"X2.deoxy.D.gluconate.3.dehydrogenase..1.1.1.125.",0,0,1.99738020843117,10.0907406524481,0,5.44205409427034
"X2.dehydro.3.deoxy.D.gluconate.5.dehydrogenase..1.1.1.127.",0,2.10302768237612,0,0,0,0.544205409427034
"X3.dehydro.L.gulonate.2.dehydrogenase..1.1.1.130.",0,2.10302768237612,0.798952083372468,0,2.02098502095672,1.08841081885407
"GDP.mannose.6.dehydrogenase..1.1.1.132.",0,0,0.798952083372468,2.01814813048962,0,1.6326162282811
"dTDP.4.dehydrorhamnose.reductase..1.1.1.133.",0,12.6181660942567,7.59004479203845,20.1814813048962,10.1049251047836,16.326162282811
"UDP.N.acetylglucosamine.6.dehydrogenase..1.1.1.136.",0,2.10302768237612,0.399476041686234,0,0,0
"Ribitol.5.phosphate.2.dehydrogenase..1.1.1.137.",0,0,0,0,0,0
"L.iditol.2.dehydrogenase..1.1.1.14.",20.6865227289599,2.10302768237612,11.984281250587,14.1270369134274,4.04197004191343,7.07467032255144
"Sorbitol.6.phosphate.2.dehydrogenase..1.1.1.140.",0,2.10302768237612,0.798952083372468,0,0,1.08841081885407
"X15.hydroxyprostaglandin.dehydrogenase..NAD......1.1.1.141.",0,0,0,0,0,0
"X3.beta.hydroxy.Delta.5..steroid.dehydrogenase..1.1.1.145.",0,0,0,2.01814813048962,0,0
"X20.alpha.hydroxysteroid.dehydrogenase..1.1.1.149.",0,10.5151384118806,0.399476041686234,0,4.04197004191343,4.35364327541627
"D.iditol.2.dehydrogenase..1.1.1.15.",0,0,0,0,0,0
"Ureidoglycolate.dehydrogenase..1.1.1.154.",0,0,0,0,0,1.6326162282811
"X3.hydroxybutyryl.CoA.dehydrogenase..1.1.1.157.",0,0,12.3837572922733,0,0,8.70728655083254
"X7.alpha.hydroxysteroid.dehydrogenase..1.1.1.159.",0,0,0,0,0,0.544205409427034
"Erythrulose.reductase..1.1.1.162.",0,0,0,0,0,0
"Cyclopentanol.dehydrogenase..1.1.1.163.",0,4.20605536475224,0,0,0,0.544205409427034
"X2.dehydropantoate.2.reductase..1.1.1.169.",0,18.9272491413851,16.7779937508218,8.07259252195849,18.1888651886104,11.4283135979677
"Mannitol.1.phosphate.5.dehydrogenase..1.1.1.17.",0,6.30908304712836,3.19580833348987,0,4.04197004191343,7.07467032255144
"X.decarboxylating...1.1.1.170.",0,0,0.798952083372468,0,0,0.544205409427034
"D.xylose.1.dehydrogenase..1.1.1.175.",0,0,1.1984281250587,0,0,0.544205409427034
"X3.hydroxy.2.methylbutyryl.CoA.dehydrogenase..1.1.1.178.",0,0,0,0,0,0
"D.xylose.1.dehydrogenase..NADP......1.1.1.179.",0,0,0,0,0,0
"Inositol.2.dehydrogenase..1.1.1.18.",0,2.10302768237612,5.59266458360728,30.2722219573443,16.1678801676537,9.25149196025958
"Carbonyl.reductase..NADPH...1.1.1.184.",0,0,0,0,0,0
"GDP.4.dehydro.D.rhamnose.reductase..1.1.1.187.",0,0,0,0,2.02098502095672,0
"X5.amino.6..5.phosphoribosylamino.uracil.reductase..1.1.1.193.",0,6.30908304712836,1.1984281250587,0,0,0
"Cinnamyl.alcohol.dehydrogenase..1.1.1.195.",0,0,1.1984281250587,0,0,0
"Alcohol.dehydrogenase..NADP......1.1.1.2.",5.17163068223998,16.824221459009,7.98952083372468,20.1814813048962,12.1259101257403,9.25149196025958
"Glucuronolactone.reductase..1.1.1.20.",0,0,0.399476041686234,0,0,3.2652324565622
"X1.3.propanediol.dehydrogenase..1.1.1.202.",0,0,1.59790416674494,0,4.04197004191343,2.17682163770814
"IMP.dehydrogenase..1.1.1.205.",0,31.5454152356418,31.5586072932125,46.4174070012613,18.1888651886104,29.3870921090598
"X....neomenthol.dehydrogenase..1.1.1.208.",0,0,0.399476041686234,2.01814813048962,0,0.544205409427034
"Aldehyde.reductase..1.1.1.21.",5.17163068223998,4.20605536475224,0.399476041686234,6.05444439146887,0,3.2652324565622
"Gluconate.2.dehydrogenase..1.1.1.215.",0,6.30908304712836,3.19580833348987,4.03629626097925,4.04197004191343,3.80943786598924
"Morphine.6.dehydrogenase..1.1.1.218.",0,0,0,0,0,0
"Dihydrokaempferol.4.reductase..1.1.1.219.",0,0,1.59790416674494,0,0,0.544205409427034
"UDP.glucose.6.dehydrogenase..1.1.1.22.",0,12.6181660942567,17.5769458341943,14.1270369134274,18.1888651886104,23.9450380147895
"Histidinol.dehydrogenase..1.1.1.23.",0,0,22.3706583344291,0,0,28.2986812902058
"Tropinone.reductase.II..1.1.1.236.",0,0,0,0,0,0
"Quinate.dehydrogenase..1.1.1.24.",0,0,0.399476041686234,0,0,0
"Carveol.dehydrogenase..1.1.1.243.",0,0,0,0,0,0
"Methanol.dehydrogenase..1.1.1.244.",0,0,2.79633229180364,0,2.02098502095672,2.17682163770814
"Shikimate.dehydrogenase..1.1.1.25.",0,10.5151384118806,8.78847291709715,10.0907406524481,6.06295506287015,6.53046491312441
"D.arabinitol.2.dehydrogenase..1.1.1.250.",5.17163068223998,0,0.399476041686234,0,0,1.08841081885407
"Galactitol.1.phosphate.5.dehydrogenase..1.1.1.251.",0,0,0.399476041686234,0,2.02098502095672,0.544205409427034
"Mannitol.dehydrogenase..1.1.1.255.",5.17163068223998,0,0,0,0,2.17682163770814
"Glyoxylate.reductase..1.1.1.26.",0,0,3.59528437517611,0,6.06295506287015,4.35364327541627
"sn.glycerol.1.phosphate.dehydrogenase..1.1.1.261.",0,0,0,0,0,1.6326162282811
"X4.hydroxythreonine.4.phosphate.dehydrogenase..1.1.1.262.",10.34326136448,14.7211937766328,19.5743260426255,20.1814813048962,22.2308352305239,17.9587785110921
"L.idonate.5.dehydrogenase..NAD.P.......1.1.1.264.",0,0,1.59790416674494,0,0,0.544205409427034
"X1.deoxy.D.xylulose.5.phosphate.reductoisomerase..1.1.1.267.",10.34326136448,10.5151384118806,17.1774697925081,18.1633331744066,10.1049251047836,17.4145731016651
"X2..S..hydroxypropyl.CoM.dehydrogenase..1.1.1.269.",0,0,0,0,2.02098502095672,1.08841081885407
"L.lactate.dehydrogenase..1.1.1.27.",0,18.9272491413851,1.99738020843117,6.05444439146887,4.04197004191343,2.72102704713517
"GDP.L.fucose.synthase..1.1.1.271.",0,0,3.99476041686234,2.01814813048962,0,7.07467032255144
"D.2.hydroxyacid.dehydrogenase..NADP......1.1.1.272.",0,0,0,2.01814813048962,0,1.6326162282811
"X2.5.didehydrogluconate.reductase..2.dehydro.D.gluconate.forming...1.1.1.274.",0,21.0302768237612,9.98690104215585,6.05444439146887,0,11.4283135979677
"X....trans.carveol.dehydrogenase..1.1.1.275.",0,0,0,0,0,0
"Serine.3.dehydrogenase..1.1.1.276.",0,0,0.399476041686234,4.03629626097925,2.02098502095672,0.544205409427034
"D.lactate.dehydrogenase..1.1.1.28.",5.17163068223998,23.1333045061373,19.1748500009392,10.0907406524481,32.3357603353075,13.0609298262488
"Quinate.shikimate.dehydrogenase..1.1.1.282.",0,0,0,0,0,0.544205409427034
"Methylglyoxal.reductase..NADPH...1.1.1.283.",0,0,0,0,0,0
"S..hydroxymethyl.glutathione.dehydrogenase..1.1.1.284.",0,18.9272491413851,24.3680385428603,14.1270369134274,20.2098502095672,22.3124217865084
"Glycerate.dehydrogenase..1.1.1.29.",0,0,1.1984281250587,0,0,2.17682163770814
"X4.phosphoerythronate.dehydrogenase..1.1.1.290.",5.17163068223998,27.3393598708896,11.1853291672146,12.1088887829377,16.1678801676537,7.61887573197848
"X1.5.anhydro.D.fructose.reductase..1.5.anhydro.D.mannitol.forming...1.1.1.292.",0,0,0,0,0,0
"X3.hydroxypropionate.dehydrogenase..NADP......1.1.1.298.",0,0,0.399476041686234,0,0,1.08841081885407
"Homoserine.dehydrogenase..1.1.1.3.",0,27.3393598708896,38.7491760435647,30.2722219573443,26.2728052724373,25.5776542430706
"X3.hydroxybutyrate.dehydrogenase..1.1.1.30.",0,0,12.3837572922733,0,0,6.53046491312441
"D.arabitol.phosphate.dehydrogenase..1.1.1.301.",0,0,1.59790416674494,0,0,0
"Diacetyl.reductase...R..acetoin.forming...1.1.1.303.",0,0,1.1984281250587,0,8.08394008382687,3.80943786598924
"Diacetyl.reductase...S..acetoin.forming...1.1.1.304.",0,0,0,2.01814813048962,0,3.80943786598924
"S..hydroxymethyl.mycothiol.dehydrogenase..1.1.1.306.",5.17163068223998,0,0,0,0,2.72102704713517
"X3.hydroxyisobutyrate.dehydrogenase..1.1.1.31.",0,0,13.582185417332,2.01814813048962,2.02098502095672,9.79569736968661
"X2.hydroxy.4.carboxymuconate.semialdehyde.hemiacetal.dehydrogenase..1.1.1.312.",0,0,0,0,0,0
"Very.long.chain.3.oxoacyl.CoA.reductase..1.1.1.330.",0,2.10302768237612,0.399476041686234,0,0,0
