"Annotation","mean_group1","sd_group1","mean_group2","sd_group2","p.val","p.adj"
"Bacterial.extracellular.solute.binding.proteins..family.3..PF00497.",57.1948092149322,29.8258957657549,59.2514956224112,43.3197436521939,8.00449435413887e-16,1.95869976845778e-12
"Glycosyl.hydrolase.family.1..PF00232.",15.9381214008702,14.9927550988193,22.6424819448309,16.5088871482386,1.96382797565846e-15,2.40274352821813e-12
"Bacterial.regulatory.proteins..lacI.family..PF00356.",50.638266651207,39.3880933279797,63.5248164234539,24.5207592128575,7.82300963771703e-13,6.38096819449786e-10
"Periplasmic.binding.protein.domain..PF13407.",30.8409602395928,21.1428232061748,36.0084590670887,21.6856280362962,2.15476939755677e-10,1.31818017895535e-07
"Permease.for.cytosine.purines..uracil..thiamine..allantoin..PF02133.",17.9214926144776,11.6923518815338,16.722068961422,12.3437244422419,1.38071992912223e-06,0.000675724333312418
"FGGY.family.of.carbohydrate.kinases..C.terminal.domain..PF02782.",34.8390658426289,20.645804004719,39.7661215956246,17.7554554061275,2.97127857455175e-05,0.0121178644532135
"E1.E2.ATPase..PF00122.",88.9360452424566,39.9647386926537,66.3099859250489,32.2284013506541,4.0702565932384e-05,0.0126749119345771
"AAA.domain..PF13614.",22.0603158317516,15.0653978116198,17.8930466236718,13.7818201471449,4.1438208204584e-05,0.0126749119345771
"CheY.binding..PF09078.",2.44263965497821,3.44242865698742,4.60659807008102,9.15616909212068,0.000144103391021501,0.0391801108699571
"PF06082",1.92761898044745,2.03023262694151,2.04790449469655,2.48594573077325,0.000170824147690965,0.0396587833283173
"Prokaryotic.homologs.of.the.JAB.domain..PF14464.",2.95321733094773,2.93769626543135,2.655152218328,2.7874358677627,0.000178278143282178,0.0396587833283173
