"rows.list[[i]]","PHYLLO11","PHYLLO13","PHYLLO15","PHYLLO21","PHYLLO23","PHYLLO26","PHYLLO27","PHYLLO12","PHYLLO14","PHYLLO16","PHYLLO22","PHYLLO24","PHYLLO25","PHYLLO28","PHYLLO29"
"Comamonas",0,0,0,0,4.66386060180875,0,0,0,0,0,0,0,0,0,0
"Commensalibacter",1.22215542438489,1.06610110175783,5.60460796481714,10.1662220661265,2.07282693413722,0,0,14.3651246910683,1.01612374144314,7.49889374528537,1.23469311841639,0,1.37209951606976,0.585768090230445,0
"Conexibacter",0,0,0,0,0,101.093268246687,126.497779943684,0,0,0,0,0,0,74.3925474592665,0
"Congregibacter",0,0,0,0,0,0,0,0,0,1.49977874905707,0,0,0,0.585768090230445,0
"Coniosporium",1.22215542438489,98.08130136172,0,35.5817772314427,4.66386060180875,0,1.57140099308925,9.94508632458577,14.225732380204,4.49933624717122,8.64285182891472,0,4.80234830624416,0.585768090230445,0
"Coprinopsis",0,3.19830330527348,1.86820265493905,1.27077775826581,1.03641346706861,0,0.785700496544624,0,0,0,0,2.75143721394519,0.68604975803488,1.17153618046089,0
"Coprobacillus",0,0,3.73640530987809,0,0,0,1.57140099308925,0,0,0,0,0,0,0.585768090230445,0
"Coprococcus",0,1.06610110175783,0,0,1.55462020060292,1.39438990685085,0,0,0,1.49977874905707,1.23469311841639,2.75143721394519,3.4302487901744,0.585768090230445,0
"Coprothermobacter",0,1.06610110175783,0,0,0,1.39438990685085,0,0,0,0,0,0,0,0,0
"Coptotermes",0,0,0,0,0,0,0,1.10500959162064,0,0,0,0,0.68604975803488,0,0
"Coraliomargarita",0,0,0,0,0,0,0,0,0,0,0,0,2.74419903213952,0,0
"Corallococcus",0,0,0,0,0.518206733534305,4.88036467397797,0,0,0,0,0,0,0.68604975803488,2.92884045115223,0
"Cordyceps",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"X.Cordycipitaceae.",0,0,0,0,0,0,0,0,0,0,1.23469311841639,0,0.68604975803488,0,0
"Corethrella",0,0,0,0,1.03641346706861,0,0,0,0,0,0,0,0,0,0
"X.Coriobacteriaceae.",0,0,14.9456212395124,1.27077775826581,7.77310100301458,0.697194953425425,2.35710148963387,0,0,13.4980087415137,0,2.75143721394519,17.8372937089069,7.02921708276534,2.55904477672112
"X.Corynebacteriaceae.",0,0,16.8138238944514,0,20.2100626078379,9.76072934795595,12.571207944714,0,0,10.4984512433995,0,11.0057488557808,19.8954429830115,18.7445788873742,12.7952238836056
"Corynebacterium",0,0,487.600892939091,0,475.713781384492,373.696495036028,370.064933872518,0,0,152.977432403822,0,112.808925771753,385.559964015603,424.681865417073,273.817791109159
"Coxiella",0,0,0,1.27077775826581,0,0,0.785700496544624,0,0,0,0,0,0,0,0
"X.Coxiellaceae.",0,1.06610110175783,0,0,0,0,0,0,0,0,1.23469311841639,0,0,0,0
"Crassostrea",1.22215542438489,1.06610110175783,0,0,0,0,0,0,0,0,0,0,0,0,0
"X.Crenarchaeota.",0,0,0,0,0,2.7887798137017,2.35710148963387,0,0,0,0,0,0.68604975803488,11.1295937143785,0
"Crinalium",0,9.59490991582044,0,0,0,0.697194953425425,1.57140099308925,0,0,0,0,0,0,4.10037663161312,0
"Crithidia",0,0,0,0,0,0,0,0,2.03224748288628,0,0,0,0,0,0
"Croceibacter",0,1.06610110175783,1.86820265493905,0,0,0,0,0,0,0,0,0,0,0,0
"Crocosphaera",0,0,0,1.27077775826581,0,1.39438990685085,0,0,0,0,0,0,0,0.585768090230445,0
"Cronobacter",0,0,0,6.35388879132906,7.25489426948027,0,13.3569084412586,0,9.14511367298825,0,0,33.0172465673423,28.814089837465,0,0
"Cryphonectria",0,2.13220220351565,0,0,0,0.697194953425425,0,0,0,0,0,0,2.74419903213952,0,0
"Cryptobacterium",0,0,0,0,0,0,0.785700496544624,0,0,0,0,0,0,0,0
"Cryptococcus",0,0,0,0,0,0,0,1.10500959162064,0,0,0,0,0,0,0
"Cryptosporangium",0,1.06610110175783,0,0,0.518206733534305,2.7887798137017,0,0,0,0,0,0,0,2.92884045115223,0
"Culex",0,0,0,0,0,0,0,1.10500959162064,0,0,0,0,0,0,0
"X.Culicidae.",1.22215542438489,0,0,0,0,0,0,0,0,0,2.46938623683278,0,0,0,0
"Cupriavidus",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Curtobacterium",0,13.8593143228517,37.3640530987809,0,6.73668753594597,3.48597476712712,0,0,0,8.99867249434245,0,0,0.68604975803488,0,0
"Curvibacter",0,0,0,0,35.756264613867,9.06353439453052,0,0,0,0,0,2.75143721394519,8.23259709641856,10.543825624148,0
"Curvularia",0,0,0,0,0,0,0,0,0,0,1.23469311841639,0,0,0,0
"Cyanidioschyzon",0,0,0,1.27077775826581,0,0,0,0,0,0,0,0,0,0,0
"X.Cyanobacteria.",7.33293254630935,1486.14493585041,0,639.201212407703,7.25489426948027,91.3325388987307,80.9271511440963,90.6107865128926,368.85291814386,5.9991149962283,141.989708617885,0,15.7791444348022,108.367096692632,48.6218507577012
"Cyanobacterium",0,1.06610110175783,0,1.27077775826581,0.518206733534305,0,0,1.10500959162064,0,0,1.23469311841639,0,0,0,0
"Cyanobium",0,0,0,0,1.55462020060292,1.39438990685085,0,0,0,0,0,0,0.68604975803488,0.585768090230445,0
"Cyanothece",0,7.46270771230478,0,2.54155551653162,1.03641346706861,5.5775596274034,4.71420297926774,0,0,0,2.46938623683278,0,0,4.68614472184356,0
"X.Cyclobacteriaceae.",0,7.46270771230478,13.0774185845733,2.54155551653162,5.18206733534305,5.5775596274034,7.85700496544624,0,0,14.9977874905707,0,0,13.7209951606976,9.37228944368712,0
"Cyclobacterium",0,1.06610110175783,1.86820265493905,0,3.62744713474014,0,1.57140099308925,0,0,4.49933624717122,0,0,4.11629854820928,4.10037663161312,0
"Cycloclasticus",0,0,0,0,0,0,2.35710148963387,0,0,0,1.23469311841639,0,0,0,2.55904477672112
"Cylindrospermopsis",0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.55904477672112
"Cylindrospermum",0,8.52880881406261,0,0,0,0,0,0,5.0806187072157,0,0,0,0.68604975803488,0,0
"Cyphellophora",1.22215542438489,36.2474374597661,1.86820265493905,10.1662220661265,3.10924040120583,0,0,0,3.04837122432942,0,6.17346559208195,0,3.4302487901744,0.585768090230445,0
"Cystobacter",0,3.19830330527348,1.86820265493905,0,10.8823414042204,11.8523142082322,2.35710148963387,0,0,4.49933624717122,4.93877247366556,0,15.0930946767674,7.02921708276534,2.55904477672112
"X.Cystobacteraceae.",0,0,0,0,3.10924040120583,4.18316972055255,1.57140099308925,0,0,0,2.46938623683278,0,3.4302487901744,2.34307236092178,0
"Cytophaga",0,0,0,0,3.10924040120583,0.697194953425425,0,0,0,8.99867249434245,0,0,3.4302487901744,0,0
"X.Cytophagaceae.",0,92.7507958529309,134.510591155611,31.7694439566453,253.92129943181,106.67082787409,55.7847352546683,2.21001918324128,7.11286619010198,455.932739713351,6.17346559208195,63.2830559207395,305.978192083556,100.166343429406,10.2361791068845
"X.Cytophagales.",0,76.7592793265635,138.246996465489,26.686332923582,137.842991120125,108.065217780941,90.3555571026317,0,18.2902273459765,533.921234664319,20.9897830130786,11.0057488557808,284.710649584475,151.713935369685,38.3856716508167
"X.Cytophagia.",0,1.06610110175783,0,0,0,0,0,0,0,0,0,0,0,0,0
"Dacryopinax",0,0,0,1.27077775826581,0.518206733534305,0,0,0,0,0,0,0,0,0,0
"Dactylellina",0,2.13220220351565,0,2.54155551653162,1.03641346706861,0,0,0,0,0,0,0,1.37209951606976,0,0
"Dactylococcopsis",0,0,0,0,0,0,0,1.10500959162064,1.01612374144314,0,0,0,0,0,0
"Daldinia",0,0,0,0,0.518206733534305,0,0,0,0,0,0,0,0,0,0
"Danaus",0,0,0,0,0,0,0,0,0,0,3.70407935524917,0,0.68604975803488,0,0
"Daphnia",0,1.06610110175783,0,0,0,1.39438990685085,0,0,0,0,3.70407935524917,2.75143721394519,0,0,0
"Davidiella",0,0,0,0,0.518206733534305,0,0,0,0,0,0,0,0,0,0
"Debaryomyces",0,1.06610110175783,0,0,0,0,0,0,2.03224748288628,0,0,0,0,0,0
"X.Debaryomycetaceae.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Dechloromonas",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Deferribacter",0,0,0,0,0,0,0,0,0,0,0,0,1.37209951606976,0,0
"X.Deferribacteraceae.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Defluviimonas",0,1.06610110175783,0,0,0,1.39438990685085,0.785700496544624,0,0,0,3.70407935524917,0,0,1.17153618046089,0
"Dehalobacter",0,0,0,0,0.518206733534305,0.697194953425425,0.785700496544624,0,0,0,0,2.75143721394519,0.68604975803488,0,0
"Dehalococcoides",0,0,0,0,0,0,0,0,0,0,0,0,0,0.585768090230445,0
"X.Dehalococcoidia.",0,0,0,0,0,0.697194953425425,0,0,0,0,0,0,0,0.585768090230445,0
"Dehalogenimonas",0,0,0,0,0,2.7887798137017,0.785700496544624,1.10500959162064,0,0,0,0,0,1.75730427069134,0
"X.Deinococcales.",0,1.06610110175783,3.73640530987809,1.27077775826581,3.62744713474014,1.39438990685085,1.57140099308925,0,0,8.99867249434245,0,0,2.74419903213952,1.17153618046089,0
"X.Deinococci.",0,1.06610110175783,14.9456212395124,3.81233327479744,8.80951447008319,3.48597476712712,1.57140099308925,0,2.03224748288628,29.9955749811415,1.23469311841639,0,21.2675424990813,9.37228944368712,7.67713433016334
"Deinococcus",0,17.0576176281252,70.9917008876838,16.5201108574556,63.2212214911852,25.7962132767407,20.4282129101602,0,0,280.458626073673,2.46938623683278,13.757186069726,159.163543864092,33.3887811431354,61.4170746413068
"X.Deinococcus.Thermus.",0,0,0,1.27077775826581,0,0,0,0,0,0,0,0,0,0,0
"Delftia",0,0,0,0,80.8402504313516,57.1699861808848,3.1428019861785,0,0,0,0,88.0459908462462,24.0117415312208,124.182835128854,0
"X.Deltaproteobacteria.",0,0,0,0,0,3.48597476712712,10.2141064550801,0,0,0,0,0,4.80234830624416,11.1295937143785,0
"Dendroctonus",0,0,1.86820265493905,0,1.55462020060292,0,1.57140099308925,0,0,0,86.4285182891472,0,0,1.17153618046089,0
"Denitrovibrio",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Dermabacter",0,0,0,0,0.518206733534305,1.39438990685085,0,0,0,0,0,0,1.37209951606976,0,0
"X.Dermabacteraceae.",0,3.19830330527348,1.86820265493905,0,1.55462020060292,0.697194953425425,0,0,0,0,2.46938623683278,0,0,0,0
"X.Dermacoccaceae.",0,0,0,0,0.518206733534305,0,0,0,0,0,0,0,0,0,0
"Dermacoccus",0,0,0,0,0,0,0,0,0,0,0,0,0,1.17153618046089,0
"X.Dermatophilaceae.",0,4.26440440703131,1.86820265493905,3.81233327479744,0.518206733534305,0.697194953425425,1.57140099308925,0,1.01612374144314,0,1.23469311841639,0,0.68604975803488,0.585768090230445,0
"Desmospora",0,4.26440440703131,0,0,1.03641346706861,0,4.71420297926774,0,0,2.99955749811415,2.46938623683278,0,0,1.17153618046089,0
"Desulfarculus",0,0,0,0,0.518206733534305,0,0.785700496544624,0,0,0,0,0,0,0.585768090230445,0
"Desulfatibacillum",0,0,0,1.27077775826581,0,0.697194953425425,0.785700496544624,0,0,0,0,0,0.68604975803488,0.585768090230445,0
"Desulfitobacterium",0,0,0,0,0.518206733534305,0,0,0,0,0,0,0,0.68604975803488,0.585768090230445,0
"Desulfobacca",0,0,0,0,0,2.7887798137017,0,0,0,0,1.23469311841639,0,0,0,0
"Desulfobacter",0,0,0,0,0,0,0,0,0,0,0,0,0,0.585768090230445,0
"X.Desulfobacteraceae.",0,0,0,0,0,0,0.785700496544624,0,0,1.49977874905707,0,0,0,0,0
"X.Desulfobacterales.",0,0,0,0,0,0,0,0,0,0,0,0,0.68604975803488,0,0
"Desulfobacterium",0,1.06610110175783,0,0,1.03641346706861,0,2.35710148963387,0,0,0,3.70407935524917,0,0.68604975803488,1.17153618046089,0
"Desulfobacula",0,0,0,0,1.03641346706861,0,1.57140099308925,0,0,0,0,0,0,0.585768090230445,0
"X.Desulfobulbaceae.",0,0,0,0,0,0,0.785700496544624,0,0,0,0,0,0,0,0
"Desulfocapsa",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Desulfococcus",0,1.06610110175783,0,1.27077775826581,0,0.697194953425425,0.785700496544624,0,0,1.49977874905707,0,0,0,0.585768090230445,0
"Desulfofustis",0,0,0,0,0,0,0,0,0,1.49977874905707,1.23469311841639,0,0,1.17153618046089,0
"Desulfohalobium",0,0,0,0,0.518206733534305,0,0,0,0,0,0,0,0,0,0
"Desulfomicrobium",0,0,0,0,0.518206733534305,0,0,0,0,0,0,5.50287442789039,0.68604975803488,1.17153618046089,5.11808955344223
"Desulfomonile",0,0,0,0,0.518206733534305,0,1.57140099308925,0,0,0,0,0,0,1.17153618046089,0
"Desulfonatronospira",0,0,0,1.27077775826581,0,0.697194953425425,0.785700496544624,0,0,0,0,0,0.68604975803488,1.17153618046089,0
"Desulfosporosinus",0,0,0,0,0.518206733534305,0,1.57140099308925,0,0,0,0,0,0,0,0
"Desulfotignum",0,0,0,0,0,0,0,0,0,0,0,0,0.68604975803488,0.585768090230445,0
"Desulfotomaculum",0,1.06610110175783,0,0,0,2.09158486027627,5.49990347581237,0,0,0,0,0,2.05814927410464,2.92884045115223,0
"Desulfovibrio",0,0,1.86820265493905,2.54155551653162,0,0,2.35710148963387,0,0,0,0,0,0,2.34307236092178,0
"X.Desulfovibrionales.",0,0,0,0,0,1.39438990685085,0,0,0,0,0,0,1.37209951606976,0.585768090230445,0
"Desulfurispirillum",0,0,0,0,0,0,0.785700496544624,0,0,0,0,0,0,0.585768090230445,0
"Desulfurivibrio",0,0,0,0,0,0.697194953425425,0.785700496544624,0,0,0,0,0,0,1.17153618046089,2.55904477672112
"Desulfurobacterium",0,0,0,0,0,1.39438990685085,0.785700496544624,0,0,0,0,0,0,0,0
"X.Desulfuromonadales.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Desulfuromonas",0,0,0,0,0,0,0.785700496544624,0,1.01612374144314,0,0,0,1.37209951606976,0,0
"Dethiobacter",0,0,1.86820265493905,0,0,0,0.785700496544624,0,0,0,0,0,0,0.585768090230445,2.55904477672112
"Devosia",0,7.46270771230478,1.86820265493905,7.62466654959487,6.73668753594597,2.7887798137017,2.35710148963387,0,0,40.494026224541,0,0,10.9767961285581,4.68614472184356,0
"Dialister",0,1.06610110175783,0,0,0.518206733534305,0,0,0,0,0,1.23469311841639,0,0.68604975803488,0.585768090230445,0
"Diaphorina",0,0,0,0,0,0,0,0,0,0,0,0,0,0.585768090230445,0
"Dichelobacter",0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.55904477672112
"Dichomitus",0,2.13220220351565,0,0,0,0,1.57140099308925,0,0,0,0,0,0,0,0
"Dickeya",0,0,5.60460796481714,3.81233327479744,5.70027406887736,0,2.35710148963387,1.10500959162064,6.09674244865884,2.99955749811415,2.46938623683278,16.5086232836712,8.91864685445344,0.585768090230445,0
"Dictyoglomus",0,0,0,0,0,1.39438990685085,0,0,0,0,0,0,0,0,0
"X.Dictyosteliida.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Dictyostelium",0,0,1.86820265493905,0,0,0,0,0,0,0,0,0,0,0,0
"Dietzia",0,9.59490991582044,231.657129212442,3.81233327479744,194.327525075364,85.0577843179018,63.6417402201145,1.10500959162064,1.01612374144314,89.9867249434245,4.93877247366556,189.849167762218,176.314787814964,108.367096692632,69.0942089714701
"Dinoroseobacter",0,0,0,0,1.03641346706861,0.697194953425425,0,0,0,1.49977874905707,0,0,0.68604975803488,0,0
"X.Dipodascaceae.",0,1.06610110175783,0,0,0,0,0,0,0,0,0,0,0,0,0
"X.Diptera.",23.220953063313,0,3.73640530987809,0,0,0,0,3.31502877486192,0,0,8.64285182891472,0,0.68604975803488,0,15.3542686603267
"Dokdonia",0,0,0,0,0.518206733534305,0,0,0,0,1.49977874905707,0,0,0.68604975803488,0,0
"Dolosigranulum",0,0,3.73640530987809,0,6.73668753594597,0.697194953425425,0.785700496544624,0,0,0,0,5.50287442789039,9.60469661248832,1.17153618046089,0
"Dorea",0,0,0,0,0,0,0,0,0,0,0,0,0.68604975803488,0.585768090230445,0
"X.Dothideomycetes.",0,211.08801814805,140.115199120428,118.18233151872,175.672082668129,62.7475458082882,43.9992278064989,12.1551055078271,54.8706820379295,94.4860611905957,60.4999628024031,85.294553632301,158.477494106057,22.8449555189874,69.0942089714701
"Draconibacterium",0,1.06610110175783,0,1.27077775826581,2.59103366767153,0.697194953425425,0.785700496544624,0,0,4.49933624717122,0,0,4.80234830624416,0,0
"Drechslerella",0,1.06610110175783,0,0,0,0,0,0,0,0,0,0,0,0,0
"Drosophila",2.44431084876978,2.13220220351565,0,0,0,0,0,0,0,0,4.93877247366556,0,0,0,2.55904477672112
"Dyadobacter",0,0,7.47281061975619,0,33.6834376797298,7.66914448767967,7.07130446890161,0,0,73.4891587037967,0,0,39.790885966023,29.8741726017527,0
"Dyella",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Dysgonomonas",0,1.06610110175783,0,5.08311103306325,2.59103366767153,2.7887798137017,0,0,0,0,1.23469311841639,0,32.2443386276394,0,0
"Echinicola",0,0,0,2.54155551653162,5.70027406887736,1.39438990685085,0.785700496544624,0,0,1.49977874905707,0,0,4.80234830624416,0.585768090230445,0
"Echinococcus",0,1.06610110175783,0,0,0,0,0,0,0,0,0,0,0,1.17153618046089,0
"Ectothiorhodospira",0,0,1.86820265493905,0,0.518206733534305,0,0,0,0,1.49977874905707,0,0,0,0,0
"X.Ectothiorhodospiraceae.",0,0,0,0,0,1.39438990685085,0,0,0,0,0,0,0,1.75730427069134,2.55904477672112
"Edwardsiella",0,0,0,5.08311103306325,0,0,0,0,0,0,0,0,0,0,0
"Eggerthella",0,0,3.73640530987809,0,1.03641346706861,0,0.785700496544624,0,0,0,0,0,2.05814927410464,1.17153618046089,0
"Eimeria",0,0,0,1.27077775826581,0,0,0,0,0,0,0,0,0,0,0
"Elizabethkingia",0,0,0,0,52.8570868204991,55.0784013206086,0,0,0,2.99955749811415,0,0,17.8372937089069,35.1460854138267,0
"Elusimicrobium",0,0,0,0,0,2.09158486027627,0.785700496544624,0,0,0,0,0,0.68604975803488,1.75730427069134,0
"Emiliania",0,0,0,1.27077775826581,0,0,0,0,0,0,0,2.75143721394519,0,0,0
"Emticicia",0,3.19830330527348,0,1.27077775826581,5.18206733534305,2.09158486027627,0.785700496544624,0,0,4.49933624717122,2.46938623683278,0,13.7209951606976,5.85768090230445,0
"Encephalitozoon",1.22215542438489,0,0,1.27077775826581,0,0,0,0,0,0,6.17346559208195,0,0,0,0
"Endocarpon",0,56.5033583931648,0,6.35388879132906,0,0,0,3.31502877486192,17.2741036045334,0,7.40815871049834,0,0,0,0
"Enhydrobacter",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ensifer",0,1.06610110175783,0,0,1.55462020060292,1.39438990685085,2.35710148963387,0,0,0,1.23469311841639,0,0,1.75730427069134,0
"Entamoeba",0,1.06610110175783,0,2.54155551653162,0.518206733534305,0,3.92850248272312,0,0,2.99955749811415,0,13.757186069726,13.7209951606976,1.17153618046089,10.2361791068845
"Enterobacter",0,0,54.1778769932323,0,24.8739232096466,86.4521742247527,1645.25683976444,0,39.6288259162824,0,6.17346559208195,1224.38956020561,511.79311949402,57.9910409328141,0
"X.Enterobacteriaceae.",0,3316.6405275686,5866.15633650861,3206.17228410464,5222.48746055873,799.682611578962,10358.6753464443,373.493241967777,9106.50097081341,2315.65838854412,3348.48773714525,16604.9235861592,7732.46682281113,875.723294894515,0
"X.Enterococcaceae.",0,0,831.350181447876,0,18.1372356737007,0,53.4276337650344,0,0,13.4980087415137,0,0,3.4302487901744,1.75730427069134,0
"Enterococcus",0,7.46270771230478,1888.75288414338,0,91.2043851020377,4.18316972055255,163.425703281282,0,0,44.9933624717122,0,0,11.662845886593,5.85768090230445,0
"Epicoccum",0,0,0,0,0,0,0,0,0,0,1.23469311841639,0,0,0,0
"X.Epsilonproteobacteria.",0,0,0,0,0,0,0.785700496544624,0,0,0,0,2.75143721394519,0,0,0
"Eremococcus",0,0,5.60460796481714,0,1.03641346706861,0,0.785700496544624,0,0,0,0,0,1.37209951606976,2.34307236092178,0
