"rows.list[[i]]","PHYLLO11","PHYLLO12","PHYLLO13","PHYLLO14","PHYLLO15","PHYLLO16","PHYLLO21","PHYLLO22","PHYLLO23","PHYLLO24","PHYLLO25","PHYLLO26","PHYLLO27","PHYLLO28","PHYLLO29"
"mitochondrion.inheritance..GO.0000001.",0,8.47100916384393,2.05638287930223,2.53436415236262,4.10893499157765,7.46188305930545,4.80459506702514,0,1.70186827135093,0,3.38094655806525,1.30575716317086,2.69609382683928,1.01171283586146,6.104265255318
"mitochondrial.genome.maintenance..GO.0000002.",0,0,5.14095719825559,0,0,0,4.80459506702514,2.17927532496572,0.340373654270187,0,1.44897709631368,0.652878581585432,2.69609382683928,0.50585641793073,0
"vacuole.inheritance..GO.0000011.",0,8.47100916384393,4.11276575860447,0,0,7.46188305930545,4.80459506702514,2.17927532496572,1.70186827135093,0,2.41496182718946,0.652878581585432,2.69609382683928,1.01171283586146,0
"ribosomal.large.subunit.assembly..GO.0000027.",0,0,20.5638287930223,25.3436415236262,16.4357399663106,13.0582953537845,11.2107218230587,61.0197090990402,9.87083597383541,23.4946147509521,14.0067785976989,10.4460573053669,23.3661464992738,11.1288411944761,24.417061021272
"ribosomal.small.subunit.assembly..GO.0000028.",0,8.47100916384393,4.11276575860447,0,0,0,1.60153168900838,0,1.36149461708075,4.27174813653675,1.44897709631368,0,0,0,0
"cell.wall.mannoprotein.biosynthetic.process..GO.0000032.",0,0,1.02819143965112,0,0,1.86547076482636,0,0,0,0,0,0,0,0,0
"transition.metal.ion.transport..GO.0000041.",0,0,0,0,0,0,0,0,4.42485750551243,0,0.965984730875784,4.57015007109803,0,3.54099492551511,0
"protein.targeting.to.Golgi..GO.0000042.",0,0,0,2.53436415236262,0,0,1.60153168900838,0,1.36149461708075,0,1.44897709631368,0,1.79739588455952,0,0
"autophagic.vacuole.assembly..GO.0000045.",1.94355969784341,0,0,0,0,0,0,0,0.340373654270187,0,0,0,0,0,0
"ribosomal.subunit.export.from.nucleus..GO.0000054.",0,0,1.02819143965112,0,0,3.73094152965273,1.60153168900838,2.17927532496572,0.340373654270187,0,0,0,0,0,0
"ribosomal.large.subunit.export.from.nucleus..GO.0000055.",1.94355969784341,0,7.19734007755782,0,4.10893499157765,7.46188305930545,0,13.0756519497943,2.38261557989131,0,1.93196946175157,1.30575716317086,0.898697942279761,2.52928208965365,0
"ribosomal.small.subunit.export.from.nucleus..GO.0000056.",0,0,1.02819143965112,0,0,0,1.60153168900838,0,0,0,0,1.30575716317086,0.898697942279761,0,0
"cell.cycle.checkpoint..GO.0000075.",0,0,0,0,0,0,0,0,0,0,0.965984730875784,0,1.79739588455952,0,0
"DNA.replication.checkpoint..GO.0000076.",0,4.23550458192197,0,0,0,0,0,0,0,0,0,0,0,0,0
"DNA.damage.checkpoint..GO.0000077.",0,0,0,0,0,0,0,0,0.340373654270187,0,0,0,0,0,0
"regulation.of.cyclin.dependent.protein.serine.threonine.kinase.activity..GO.0000079.",0,8.47100916384393,4.11276575860447,5.06872830472523,0,3.73094152965273,11.2107218230587,8.71710129986288,4.76523115978261,0,5.31291601981681,1.30575716317086,1.79739588455952,2.02342567172292,0
"G1.S.transition.of.mitotic.cell.cycle..GO.0000082.",0,0,0,0,0,0,0,2.17927532496572,0,0,0,0,0,0,0
"sulfate.assimilation..GO.0000103.",0,0,18.5074459137201,45.6185547425271,34.9259474284101,18.6547076482636,28.8275704021508,67.5575350739373,29.6125079215062,17.086992546147,26.0815877336462,15.6690859580504,27.8596362106726,26.8103901503287,0
"histidine.biosynthetic.process..GO.0000105.",0,21.1775229096098,126.467547077087,73.4965604185159,112.995712268385,93.2735382413181,128.12253512067,154.728548072566,128.661241314131,74.7555923893932,129.924946302793,124.699809082818,109.641148958131,144.169079110258,67.146917808498
"negative.regulation.of.transcription.from.RNA.polymerase.II.promoter..GO.0000122.",0,0,0,0,0,0,3.20306337801676,0,0,0,0,0,0,0,0
"establishment.of.mitotic.spindle.orientation..GO.0000132.",0,8.47100916384393,2.05638287930223,7.60309245708785,2.05446749578883,9.32735382413182,9.60919013405028,0,2.38261557989131,0,2.89795419262735,1.9586357447563,3.59479176911905,2.52928208965365,0
"phosphorelay.signal.transduction.system..GO.0000160.",0,0,8.22553151720894,5.06872830472523,0,5.59641229447909,0,10.8963766248286,13.9553198250777,14.9511184778786,10.6258320396336,12.4046930501232,16.1765629610357,13.152266866199,0
"tryptophan.biosynthetic.process..GO.0000162.",0,0,44.212231904998,27.8780056759888,32.8714799326212,41.04035682618,48.0459506702514,61.0197090990402,50.0349271777174,68.347970184588,36.2244274078419,35.9083219871988,49.4283868253869,50.585641793073,18.312795765954
"MAPK.cascade..GO.0000165.",0,0,0,0,0,0,1.60153168900838,0,0,0,0,0,0,0,0
"activation.of.MAPKK.activity.involved.in.osmosensory.signaling.pathway..GO.0000168.",0,0,0,0,0,0,1.60153168900838,0,0,0,0,0,0,0,0
"chromatin.silencing.at.rDNA..GO.0000183.",0,0,1.02819143965112,2.53436415236262,0,0,0,0,0,0,0,0,0,0.50585641793073,0
"nuclear.transcribed.mRNA.catabolic.process..nonsense.mediated.decay..GO.0000184.",0,8.47100916384393,10.2819143965112,5.06872830472523,2.05446749578883,1.86547076482636,4.80459506702514,0,0.680747308540373,4.27174813653675,2.89795419262735,1.9586357447563,1.79739588455952,0,6.104265255318
"microtubule.cytoskeleton.organization..GO.0000226.",0,0,4.11276575860447,2.53436415236262,2.05446749578883,0,0,4.35855064993144,1.36149461708075,0,3.38094655806525,0,0,0,0
"spliceosomal.tri.snRNP.complex.assembly..GO.0000244.",0,0,4.11276575860447,0,0,0,0,2.17927532496572,0.680747308540373,0,1.44897709631368,0,0,0,0
"allantoin.catabolic.process..GO.0000256.",0,0,7.19734007755782,0,0,1.86547076482636,4.80459506702514,0,2.38261557989131,2.13587406826838,4.82992365437892,5.22302865268346,8.08828148051785,5.56442059723803,12.208530510636
"mitochondrial.fission..GO.0000266.",0,0,0,0,2.05446749578883,0,0,4.35855064993144,0,0,0,0,0,0,6.104265255318
"peptidoglycan.metabolic.process..GO.0000270.",0,12.7065137457659,31.8739346291846,88.7027453326916,26.7080774452548,14.9237661186109,25.6245070241341,50.1233324742116,33.0162444642081,68.347970184588,38.1563968695935,16.9748431212212,17.9739588455952,25.7986773144672,0
"polysaccharide.biosynthetic.process..GO.0000271.",0,0,83.2835066117405,88.7027453326916,76.0152973441866,95.1390090061445,105.701091474553,41.4062311743487,85.7741608760871,59.8044739115145,92.7345341640753,92.7087585851314,81.7815127474583,81.4428832868476,48.834122042544
"polysaccharide.catabolic.process..GO.0000272.",0,0,8.22553151720894,0,0,0,0,0,1.02112096281056,0,0.482992365437892,3.26439290792716,0.898697942279761,3.54099492551511,0
"nuclear.division..GO.0000280.",1.94355969784341,0,0,0,0,0,0,0,0,0,0.482992365437892,0,0,0,0
"cellular.bud.site.selection..GO.0000282.",0,0,0,0,0,0,1.60153168900838,0,0,0,0,0,0.898697942279761,0,0
"deadenylation.dependent.decapping.of.nuclear.transcribed.mRNA..GO.0000290.",0,0,1.02819143965112,0,0,0,0,0,0,0,0.482992365437892,0,0,0,0
"response.to.reactive.oxygen.species..GO.0000302.",0,0,13.3664887154645,2.53436415236262,20.5446749578883,5.59641229447909,1.60153168900838,41.4062311743487,14.2956934793478,14.9511184778786,11.5918167705094,4.57015007109803,4.49348971139881,11.1288411944761,24.417061021272
"Group.I.intron.splicing..GO.0000372.",0,0,0,0,0,1.86547076482636,1.60153168900838,0,0.340373654270187,0,0,0,0,0,0
"tRNA.type.intron.splice.site.recognition.and.cleavage..GO.0000379.",0,0,0,0,0,0,0,0,0.340373654270187,0,0.482992365437892,0,0.898697942279761,0,0
"spliceosome.conformational.change.to.release.U4..or.U4atac..and.U1..or.U11...GO.0000388.",0,0,4.11276575860447,0,2.05446749578883,0,4.80459506702514,0,2.04224192562112,0,0.482992365437892,4.57015007109803,0,0,0
"mRNA.splicing..via.spliceosome..GO.0000398.",0.971779848921707,0,28.7893603102313,0,14.3812724705218,1.86547076482636,22.4214436461173,28.3305792245544,7.48822039394411,0,8.21087021244417,0,0.898697942279761,3.03513850758438,0
"positive.regulation.of.transcription.by.galactose..GO.0000411.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"histone.peptidyl.prolyl.isomerization..GO.0000412.",0,0,1.02819143965112,0,0,0,0,0,0,0,0,0,0,0,0
"positive.regulation.of.transcription.from.RNA.polymerase.II.promoter.by.galactose..GO.0000435.",0,0,0,2.53436415236262,0,0,0,0,0,0,0.482992365437892,0,0,0,0
"endonucleolytic.cleavage.in.ITS1.to.separate.SSU.rRNA.from.5.8S.rRNA.and.LSU.rRNA.from.tricistronic.rRNA.transcript..SSU.rRNA..5.8S.rRNA..LSU.rRNA...GO.0000447.",0,0,7.19734007755782,2.53436415236262,0,3.73094152965273,3.20306337801676,0,2.04224192562112,0,1.44897709631368,0.652878581585432,0.898697942279761,0.50585641793073,18.312795765954
"maturation.of.SSU.rRNA.from.tricistronic.rRNA.transcript..SSU.rRNA..5.8S.rRNA..LSU.rRNA...GO.0000462.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"maturation.of.LSU.rRNA.from.tricistronic.rRNA.transcript..SSU.rRNA..5.8S.rRNA..LSU.rRNA...GO.0000463.",0,0,0,2.53436415236262,0,1.86547076482636,0,0,0.340373654270187,0,0.482992365437892,0,0.898697942279761,0.50585641793073,0
"maturation.of.5.8S.rRNA.from.tricistronic.rRNA.transcript..SSU.rRNA..5.8S.rRNA..LSU.rRNA...GO.0000466.",0,0,0,2.53436415236262,0,1.86547076482636,0,0,0.340373654270187,0,0.482992365437892,0,0.898697942279761,0.50585641793073,0
"exonucleolytic.trimming.to.generate.mature.3..end.of.5.8S.rRNA.from.tricistronic.rRNA.transcript..SSU.rRNA..5.8S.rRNA..LSU.rRNA...GO.0000467.",0,12.7065137457659,4.11276575860447,2.53436415236262,4.10893499157765,1.86547076482636,4.80459506702514,10.8963766248286,2.38261557989131,2.13587406826838,0.482992365437892,0,0,0,12.208530510636
"endonucleolytic.cleavage.to.generate.mature.5..end.of.SSU.rRNA.from..SSU.rRNA..5.8S.rRNA..LSU.rRNA...GO.0000472.",0,0,7.19734007755782,2.53436415236262,0,3.73094152965273,1.60153168900838,0,2.04224192562112,0,1.44897709631368,0.652878581585432,0,0.50585641793073,18.312795765954
"endonucleolytic.cleavage.in.5..ETS.of.tricistronic.rRNA.transcript..SSU.rRNA..5.8S.rRNA..LSU.rRNA...GO.0000480.",0,0,7.19734007755782,2.53436415236262,0,3.73094152965273,1.60153168900838,0,2.04224192562112,0,1.44897709631368,0.652878581585432,0,0.50585641793073,18.312795765954
"box.H.ACA.snoRNA.3..end.processing..GO.0000495.",0,0,0,0,0,0,0,0,0.680747308540373,0,0.965984730875784,0,0,0,0
"transcription.coupled.nucleotide.excision.repair..DNA.damage.recognition..GO.0000716.",0,29.6485320734538,40.0994661463936,20.2749132189009,43.1438174115654,46.6367691206591,40.0382922252095,32.6891298744858,52.4175427576088,23.4946147509521,44.918289985724,64.6349795769578,53.0231785945059,74.8667498537481,30.52132627659
"telomere.maintenance..GO.0000723.",0,12.7065137457659,16.4510630344179,5.06872830472523,14.3812724705218,22.3856491779164,17.6168485790922,54.481883124143,14.9764407878882,14.9511184778786,12.5578015013852,27.4209004265882,8.98697942279761,10.1171283586146,42.729856787226
"double.strand.break.repair.via.homologous.recombination..GO.0000724.",0,0,12.3382972758134,5.06872830472523,6.16340248736648,9.32735382413182,3.20306337801676,8.71710129986288,5.1056048140528,0,3.38094655806525,3.26439290792716,0.898697942279761,2.02342567172292,12.208530510636
"double.strand.break.repair.via.break.induced.replication..GO.0000727.",0,0,3.08457431895335,0,2.05446749578883,1.86547076482636,0,0,0.340373654270187,0,0,0,0,0,6.104265255318
"DNA.synthesis.involved.in.DNA.repair..GO.0000731.",0,0,0,0,0,0,0,2.17927532496572,0,0,0,0,0,0,0
"gene.conversion.at.mating.type.locus..DNA.repair.synthesis..GO.0000734.",0,0,0,0,0,0,0,4.35855064993144,0,0,0,0,0,0,0
